escenario,diseno,v1_delta_eventos,v1_duracion_s,v1_tasa_reg_s,v2_promedio_ms,v2_min_ms,v2_max_ms,v2_n
A,multihilo,36,120.05,0.3,1.938,1.496,3.011,5
